supplier,group,name,unit,size_mm,weight_kg,price_rub,note
ИП Михайлов,Плиты перекрытия,2 ПБ 13-1П,шт.,1290х120х140,54.0,395.0,
ИП Михайлов,Плиты перекрытия,2 ПБ 16-2П,шт.,1550х120х140,65.0,520.0,
ИП Михайлов,Плиты перекрытия,2 ПБ 17-2П,шт.,1680х120х140,71.0,550.0,
ИП Михайлов,Плиты перекрытия,2 ПБ 19-3П,шт.,1940х120х140,81.0,630.0,
ИП Михайлов,Плиты перекрытия,2 ПБ 22-3П,шт.,2200х120х140,90.0,725.0,
ИП Михайлов,Плиты перекрытия,2 ПБ 25-3П,шт.,2460х120х140,105.0,875.0,
ИП Михайлов,Плиты перекрытия,2 ПБ 26-4П,шт.,2590х120х140,109.0,965.0,
ИП Михайлов,Плиты перекрытия,2 ПБ 29-4П,шт.,2850х120х140,120.0,1020.0,
ИП Михайлов,Плиты перекрытия,2 ПБ 30-4П,шт.,2980х120х140,125.0,1035.0,
ИП Михайлов,Плиты перекрытия,3 ПБ 13-37П,шт.,1290х120х220,85.0,810.0,
ИП Михайлов,Плиты перекрытия,3 ПБ 16-37П,шт.,1550х120х220,102.0,1105.0,
ИП Михайлов,Плиты перекрытия,3 ПБ 18-37П,шт.,1810х120х220,119.0,1215.0,
ИП Михайлов,Плиты перекрытия,3 ПБ 18-8П,шт.,1810х120х220,119.0,995.0,
ИП Михайлов,Плиты перекрытия,3 ПБ 21-8П,шт.,2070х120х220,137.0,1195.0,
ИП Михайлов,Плиты перекрытия,3 ПБ 25-8П,шт.,2460х120х220,162.0,1275.0,
ИП Михайлов,Плиты перекрытия,3 ПБ 27-8П,шт.,2720х120х220,180.0,1320.0,
ИП Михайлов,Плиты перекрытия,3 ПБ 30-8П,шт.,2980х120х220,197.0,1435.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 18-27П,шт.,1810х250х220,250.0,2135.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 21-27П,шт.,2070х250х220,285.0,2750.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 25-27П,шт.,2460х250х220,338.0,2985.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 25-37П,шт.,2460х250х220,338.0,3025.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 27-27П,шт.,2720х250х220,375.0,3295.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 27-37П,шт.,2720х250х220,375.0,3945.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 30-27П,шт.,2980х250х220,410.0,4145.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 30-37П,шт.,2980х250х220,410.0,5065.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 31-27П,шт.,3110х250х220,428.0,4440.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 34-20П,шт.,3370х250х220,463.0,4640.0,
ИП Михайлов,Плиты перекрытия,5 ПБ 36-20П,шт.,3630х250х220,500.0,5480.0,
ИП Михайлов,Плиты перекрытия,8 ПБ 10-1П,шт.,1030х120х90,28.0,415.0,
ИП Михайлов,Плиты перекрытия,8 ПБ 13-1П,шт.,1290х120х90,35.0,455.0,
ИП Михайлов,Плиты перекрытия,8 ПБ 16-1П,шт.,1550х120х90,42.0,470.0,
ИП Михайлов,Плиты перекрытия,8 ПБ 17-2П,шт.,1680х120х90,45.0,470.0,
ИП Михайлов,Плиты перекрытия,8 ПБ 19-3П,шт.,1940х120х90,52.0,540.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 13-37П,шт.,1290х120х190,74.0,775.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 16-37П,шт.,1550х120х190,88.0,855.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 18-37П,шт.,1810х120х190,103.0,1080.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 18-8П,шт.,1810х120х190,103.0,850.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 21-8П,шт.,2070х120х190,118.0,950.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 22-3П,шт.,2200х120х190,125.0,925.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 25-3П,шт.,2460х120х190,140.0,995.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 25-8П,шт.,2460х120х190,140.0,1100.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 26-4П,шт.,2590х120х190,148.0,985.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 27-8П,шт.,2720х120х190,155.0,1175.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 29-4П,шт.,2850х120х190,162.0,1095.0,
ИП Михайлов,Плиты перекрытия,9 ПБ 30-4П,шт.,2980х120х190,170.0,1135.0,
ИП Михайлов,Плиты перекрытия,ПБ 1-16,шт.,1000х1000х160,400.0,1905.0,
ИП Михайлов,Плиты перекрытия,ПБ 1-20,шт.,1000х1000х200,500.0,2315.0,
ИП Михайлов,Прочие ЖБИ,"1УБО 1020-2,3-15",шт.,1100х1500х550,1604.0,8370.0,
ИП Михайлов,Прочие ЖБИ,Б30А,шт.,2990х120х220,200.0,1695.0,
ИП Михайлов,Прочие ЖБИ,БК- 11А (Б5),шт.,500х150х100,20.0,270.0,
ИП Михайлов,Прочие ЖБИ,БК- 12А(Б10),шт.,1000х150х100,40.0,520.0,
ИП Михайлов,Прочие ЖБИ,БУ15А,шт.,1500х120х220,100.0,1325.0,
ИП Михайлов,Прочие ЖБИ,В-4,шт.,500х500х50,30.0,225.0,
ИП Михайлов,Прочие ЖБИ,КЦД 10-10 ч,шт.,"d=1000, h=1000",803.0,4150.0,
ИП Михайлов,Прочие ЖБИ,КЦД 10-3   (КЦД 10-3 ч.),шт.,"d=1000, h=300",400.0,2790.0,
ИП Михайлов,Прочие ЖБИ,КЦД 10-5 ч,шт.,"d=1000, h=500",481.0,3020.0,
ИП Михайлов,Прочие ЖБИ,КЦД 10-6   (КЦД 10-6 ч.),шт.,"d=1000, h=600",550,3845.0,
ИП Михайлов,Прочие ЖБИ,КЦД 10-6 ч,шт.,"d=1000, h=600",550.0,3230.0,
ИП Михайлов,Прочие ЖБИ,КЦД 10-9   (КЦД 10-9 ч.),шт.,"d=1000, h=900",734,4770.0,
ИП Михайлов,Прочие ЖБИ,КЦД 10-9 ч,шт.,"d=1000, h=900",734.0,3840.0,
ИП Михайлов,Прочие ЖБИ,КЦД 15-10  (КЦД 15-10ч.),шт.,"d=1500, h=1000",1710,8980.0,
ИП Михайлов,Прочие ЖБИ,КЦД 15-10 ч,шт.,"d=1500, h=1000",1710.0,7540.0,
ИП Михайлов,Прочие ЖБИ,КЦД 15-5 ч,шт.,"d=1500, h=500",932.0,4700.0,
ИП Михайлов,Прочие ЖБИ,КЦД 15-6    (КЦД 15-6ч.),шт.,"d=1500, h=600",1035,6260.0,
ИП Михайлов,Прочие ЖБИ,КЦД 15-6 ч,шт.,"d=1500, h=600",1035.0,5520.0,
ИП Михайлов,Прочие ЖБИ,КЦД 15-9    (КЦД 15-9ч.),шт.,"d=1500, h=900",1590,8525.0,
ИП Михайлов,Прочие ЖБИ,КЦД 15-9 ч,шт.,"d=1500, h=900",1590.0,6435.0,
ИП Михайлов,Прочие ЖБИ,КЦД 20-10  (КЦД 20-10ч.),шт.,"d=2000, h=1000",3260,19035.0,
ИП Михайлов,Прочие ЖБИ,КЦД 20-6    (КЦД 20-6ч.),шт.,"d=2000, h=600",1610,11580.0,
ИП Михайлов,Прочие ЖБИ,КЦД 20-9    (КЦД 20-9ч.),шт.,"d=2000, h=900",2235,15285.0,
ИП Михайлов,Прочие ЖБИ,ЛЖ - 104,шт.,10400х400х500,2830.0,49130.0,
ИП Михайлов,Прочие ЖБИ,ЛЖ - 16,шт.,1600х400х500,430.0,7800.0,
ИП Михайлов,Прочие ЖБИ,ЛЖ - 28,шт.,2800х400х500,750.0,12880.0,
ИП Михайлов,Прочие ЖБИ,ЛЖ - 44,шт.,4400х400х500,1200.0,19615.0,
ИП Михайлов,Прочие ЖБИ,ЛЖ - 60,шт.,6000х400х500,1830.0,28510.0,
ИП Михайлов,Прочие ЖБИ,ЛЖ - 84,шт.,8400х400х500,2280.0,39485.0,
ИП Михайлов,Прочие ЖБИ,МЛ 24-60-13,шт.,2934х1350х120,1800.0,13430.0,
ИП Михайлов,Прочие ЖБИ,МЛ 30-60-10,шт.,3605х1050х120,1800.0,14080.0,
ИП Михайлов,Прочие ЖБИ,МЛ 30-60-13,шт.,3605х1350х120,2300.0,17125.0,
ИП Михайлов,Прочие ЖБИ,МЛ 33-60-13,шт.,3940х1350х120,2500.0,19750.0,
ИП Михайлов,Прочие ЖБИ,МЛ 36-60-13,шт.,4275х1350х120,2700.0,19750.0,
ИП Михайлов,Прочие ЖБИ,НСП 35-10а,шт.,3500х1000х250,2190.0,55525.0,
ИП Михайлов,Прочие ЖБИ,НСП 35-15а,шт.,3500х1500х250,3280.0,78370.0,
ИП Михайлов,Прочие ЖБИ,ОП-1д,шт.,"l=1600, b=1600, h=250",800.0,7220.0,
ИП Михайлов,Прочие ЖБИ,ОП-1к,шт.,"L=1600, b=1600,h=250",800.0,7220.0,
ИП Михайлов,Прочие ЖБИ,П 15.5,шт.,1490х495х70,120.0,1360.0,
ИП Михайлов,Прочие ЖБИ,П6В,шт.,3980х2500х160,1600.0,13950.0,
ИП Михайлов,Прочие ЖБИ,ПВК 10,шт.,"L=160, dвнутр=1000, dвнешн=1200",200.0,5810.0,
ИП Михайлов,Лотки и водоотвод,"ПД 75.120.12-1,5",шт.,740х1180х120,260.0,1585.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.120.12-12,шт.,740х1180х120,260.0,1680.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.120.12-15,шт.,740х1180х120,260.0,2120.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.120.12-3,шт.,740х1180х120,260.0,1625.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.120.12-6,шт.,740х1180х120,260.0,1770.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.120.12-9,шт.,740х1180х120,260.0,1835.0,
ИП Михайлов,Лотки и водоотвод,"ПД 75.150.12-1,5",шт.,740х1480х120,330.0,1840.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.150.12-3,шт.,740х1480х120,330.0,1900.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.180.14-3,шт.,740х1780х140,450.0,2600.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.30.6-15,шт.,740х280х60,30.0,460.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.45.6-12,шт.,740х430х60,48.0,510.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.45.6-15,шт.,740х430х60,48.0,525.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.45.6-6,шт.,740х430х60,48.0,500.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.45.6-9,шт.,740х430х60,48.0,505.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.60.8-12,шт.,740х580х80,85.0,645.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.60.8-15,шт.,740х580х80,85.0,665.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.60.8-3,шт.,740х580х80,85.0,600.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.60.8-6,шт.,740х580х80,85.0,615.0,
ИП Михайлов,Лотки и водоотвод,ПД 75.60.8-9,шт.,740х580х80,85.0,615.0,
ИП Михайлов,Прочие ЖБИ,ПП-1,шт.,550х400х100,60.0,625.0,
ИП Михайлов,Прочие ЖБИ,ПП-2,шт.,700х400х100,70.0,625.0,
ИП Михайлов,Прочие ЖБИ,ПП-3,шт.,850х400х100,90.0,685.0,
ИП Михайлов,Прочие ЖБИ,ПП-4,шт.,1150х400х100,120.0,1250.0,
ИП Михайлов,Прочие ЖБИ,ПП-5,шт.,1450х400х100,150.0,1320.0,
ИП Михайлов,Прочие ЖБИ,ПП-6,шт.,1750х400х100,180.0,1450.0,
ИП Михайлов,Прочие ЖБИ,ПП-7,шт.,2050х400х100,210.0,1655.0,
ИП Михайлов,Прочие ЖБИ,ПП-8,шт.,2350х400х100,240.0,1745.0,
ИП Михайлов,Прочие ЖБИ,ПП-9,шт.,2650х400х100,270.0,1940.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка   П 11-8,шт.,2990х1480х100,1100.0,9305.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка   П 11-8/2,шт.,1490х1480х100,550.0,4745.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка   П 11-8а,шт.,2990х1480х100,1100.0,9695.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка   П 11д-8,шт.,740х1480х100,270.0,2460.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка   П 11д-8а,шт.,740х1480х100,270.0,2675.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка   П 9д-15,шт.,740х1160х120,260.0,2150.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка   П 9д-15а,шт.,740х1160х120,260.0,2320.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка   П 9д-15б,шт.,740х1160х120,260.0,2320.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 1-15б,шт.,740х420х50,40.0,810.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 1-5,шт.,740х420х50,40.0,620.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 1-5а,шт.,740х420х50,40.0,620.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 1-8,шт.,740х420х50,40.0,635.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 1-8а,шт.,740х420х50,40.0,635.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 10-5,шт.,2990х1480х70,770.0,9500.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 10д-3,шт.,740х1480х70,190.0,1805.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 10д-3а,шт.,740х1480х70,190.0,1965.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 10д-5,шт.,740х1480х70,190.0,2500.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 10д-5а,шт.,740х1480х70,190.0,2705.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 10д-5б,шт.,740х1480х70,190.0,2705.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 12-12,шт.,2990х1480х160,1770.0,12630.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 13-11б,шт.,2990х1480х120,1330.0,12605.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 14д-3,шт.,740х1840х90,310.0,2650.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 14д-3а,шт.,740х1840х90,310.0,2905.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 14д-3б,шт.,740х1840х90,310.0,2815.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 15-5/2,шт.,1495х1840х120,331.0,6470.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 15-8,шт.,2990х 1840х120,1650.0,14515.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 15-8/2,шт.,1490х1840х120,330.0,7120.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 15д-5,шт.,740х 1840х120,410.0,3375.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 15д-5а,шт.,740х 1840х120,410.0,3945.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 15д-8,шт.,740х 1840х120,410.0,3865.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 15д-8а,шт.,740х 1840х120,410.0,3945.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 15д-8б,шт.,740х 1840х120,410.0,3945.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 16д-15,шт.,740х 1840х180,610.0,4635.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 16д-15а,шт.,740х 1840х180,610.0,4845.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 17д-3,шт.,740х 2160х120,480.0,3580.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 17д-3а,шт.,740х 2160х120,480.0,3835.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 17д-3б,шт.,740х 2160х120,480,3835.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 18д-5,шт.,740х 2160х150,600,4655.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 18д-5а,шт.,740х 2160х150,600,4935.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 18д-8,шт.,740х 2160х150,600,5030.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 18д-8а,шт.,740х 2160х150,600,5310.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 18д-8б,шт.,740х 2160х150,600,5310.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 2-15,шт.,740х420х100,80.0,660.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 2-15а,шт.,740х420х100,80.0,770.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 2-15б,шт.,740х420х100,80.0,1010.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 20д-3,шт.,740х 2460х140,650,4760.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 21-5а,шт.,2990х2460х160,2940,11695.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 21-5б,шт.,2990х2460х160,2940,12860.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 21-8,шт.,2990х2460х160,2940,25480.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 21д-5,шт.,740х 2460х160,750,6055.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 21д-8,шт.,740х 2460х160,750,6550.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 23д-3,шт.,740х2780х160,820,6070.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 24д-5,шт.,740х2780х180,930,7590.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 3-15б,шт.,740х570х50,50.0,855.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 3-5,шт.,740х570х50,50.0,750.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 3-5а,шт.,740х570х50,50.0,755.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 3-8,шт.,740х570х50,50.0,890.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 3-8а,шт.,740х570х50,50.0,855.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 4-15,шт.,740х570х100,110.0,950.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 4-15а,шт.,740х570х100,110.0,1040.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 4-15б,шт.,740х570х100,110.0,1295.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 5-5,шт.,2990х780х70,410.0,2415.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 5-5/2,шт.,1490х780х70,205.0,1350.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 5д-5,шт.,740х780х70,100.0,745.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 5д-5а,шт.,740х780х70,100.0,910.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 5д-8,шт.,740х780х70,100.0,845.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 5д-8а,шт.,740х780х70,100.0,1010.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 5д-8б,шт.,740х780х70,100.0,1135.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 6-15,шт.,2990х780х120,700.0,4105.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 6-15/2,шт.,1490х780х120,350.0,2235.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 6-15а,шт.,2990х780х120,700.0,4685.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 6-15б,шт.,2990х780х120,700.0,5570.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 6д-15,шт.,740х780х120,170.0,1230.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 6д-15а,шт.,740х780х120,170.0,1355.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 6д-15б,шт.,740х780х120,170.0,1635.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 7-5,шт.,2990х1160х70,610.0,5200.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 7д-3,шт.,740х1160х70,150.0,1250.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 7д-3а,шт.,740х1160х70,150.0,1365.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 7д-5,шт.,740х1160х70,150.0,1530.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 7д-5а,шт.,740х1160х70,150.0,1605.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 7д-5б,шт.,740х1160х70,150.0,1800.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 8-11,шт.,2990х1160х100,870.0,7430.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 8-11/2,шт.,1490х1160х100,435.0,3730.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 8-8,шт.,2990х1160х100,870.0,5185.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 8-8/2,шт.,1490х1160х100,435.0,3350.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 8д-11,шт.,740х1160х100,210.0,2100.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 8д-11а,шт.,740х1160х100,210.0,2195.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 8д-8,шт.,740х1160х100,210.0,1550.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П 8д-8а,шт.,740х1160х100,210.0,1660.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П12-15,шт.,2990х1480х160,1770.0,14115.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П12-15а,шт.,2990х1480х160,1770.0,14800.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П12д-12,шт.,740х1480х160,440.0,3405.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П12д-15,шт.,740х1480х160,440.0,3705.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка  П13д-11б,шт.,740х1480х120,330.0,3280.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка П 5-8,шт.,2990х780х70,410.0,3010.0,
ИП Михайлов,Прочие ЖБИ,Покрытие лотка П 5-8/2,шт.,1490х780х70,205.0,1650.0,
ИП Михайлов,Прочие ЖБИ,УБК-1А (Л 20.10),шт.,1990х1000х160,270.0,2355.0,
ИП Михайлов,Прочие ЖБИ,УБК-2А (Л 20.5),шт.,1990х500х160,170.0,1700.0,
ИП Михайлов,Прочие ЖБИ,УБК-5А (П 10.5),шт.,995х495х60,73.0,760.0,
ИП Михайлов,Прочие ЖБИ,УБК-9А (БДЛ 40.6),шт.,3950Х560Х250,1000.0,16000.0,
ИП Михайлов,Прочие ЖБИ,УБКМ  426-9,шт.,1100х900х690,1300.0,5515.0,
ИП Михайлов,Прочие ЖБИ,УСО -1А,шт.,5200х250х250,800.0,13020.0,
ИП Михайлов,Прочие ЖБИ,УСО -2А,шт.,4400х250х250,700.0,8870.0,
ИП Михайлов,Прочие ЖБИ,УСО -3А,шт.,3600х250х250,600.0,7620.0,
ИП Михайлов,Прочие ЖБИ,УСО -4А,шт.,3000х250х250,500.0,6470.0,
ИП Михайлов,Прочие ЖБИ,УСО -5А,шт.,2200х250х250,400.0,5255.0,
ИП Михайлов,Прочие ЖБИ,Ф6,шт.,900х900х500,690.0,2870.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.12-1      ГОСТ 13580-85,шт.,1000х1180х300,650.0,3160.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.12-2      ГОСТ 13580-85,шт.,1000х1180х300,650.0,3320.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.12-3      ГОСТ 13580-85,шт.,1000х1180х300,650.0,3340.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.12-4      ГОСТ 13580-85,шт.,1000х1180х300,650.0,3430.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.24-1      ГОСТ 13580-85,шт.,1000х2380х300,1380.0,5860.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.24-2      ГОСТ 13580-85,шт.,1000х2380х300,1380.0,6190.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.24-3      ГОСТ 13580-85,шт.,1000х2380х300,1380.0,6260.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.24-4      ГОСТ 13580-85,шт.,1000х2380х300,1380.0,6400.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.8-1        ГОСТ 13580-85,шт.,1000х780х300,420.0,2085.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.8-2        ГОСТ 13580-85,шт.,1000х780х300,420.0,2215.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.8-3        ГОСТ 13580-85,шт.,1000х780х300,420.0,2225.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 10.8-4        ГОСТ 13580-85,шт.,1000х780х300,420.0,2225.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.12-1     ГОСТ 13580-85,шт.,1200х1180х300,780.0,3310.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.12-2     ГОСТ 13580-85,шт.,1200х1180х300,780.0,3435.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.12-3     ГОСТ 13580-85,шт.,1200х1180х300,780.0,3590.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.12-4     ГОСТ 13580-85,шт.,1200х1180х300,780.0,3775.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.24-1     ГОСТ 13580-85,шт.,1200х2380х300,1630.0,6510.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.24-2     ГОСТ 13580-85,шт.,1200х2380х300,1630.0,6745.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.24-3     ГОСТ 13580-85,шт.,1200х2380х300,1630.0,7105.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.24-4     ГОСТ 13580-85,шт.,1200х2380х300,1630.0,7400.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.8-1       ГОСТ 13580-85,шт.,1200х780х300,500.0,2445.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.8-2       ГОСТ 13580-85,шт.,1200х780х300,500.0,2535.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.8-3       ГОСТ 13580-85,шт.,1200х780х300,500.0,2650.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 12.8-4       ГОСТ 13580-85,шт.,1200х780х300,500.0,2785.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 14.12-1    ГОСТ 13580-85,шт.,1400х1180х300,910.0,3875.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 14.12-2    ГОСТ 13580-85,шт.,1400х1180х300,910.0,4130.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 14.12-3    ГОСТ 13580-85,шт.,1400х1180х300,910.0,4530.0,
